carrierCode;tailNum;planeModel;planeYear;
B6;N535JB;A320-232;2002;
UA;N535UA;757-222;1991;
AA;N536AA;;;
B6;N536JB;A320-232;2002;
UA;N536UA;757-222;1991;
AA;N537AA;;;
UA;N537UA;757-222;1991;
AA;N538AA;;;
OH;N538CA;CL600-2D24;2008;
UA;N538UA;757-222;1991;
AA;N539AA;;;
UA;N539UA;757-222;1991;
AA;N540AA;;;
UA;N540UA;757-222;1991;
AA;N541AA;C90;1982;
UA;N541UA;757-222;1991;
CO;N54241;737-824;1999;
AA;N542AA;;;
UA;N542UA;757-222;1991;
AA;N543AA;;;
UA;N543UA;;;
AA;N544AA;VANS AIRCRAFT RV6;2007;
UA;N544UA;757-222;1991;
AA;N545AA;PA-32R-300;1976;
UA;N545UA;757-222;1991;
AA;N546AA;;;
AS;N546AS;737-890;2005;
UA;N546UA;757-222;1991;
CO;N54711;737-724;1998;
AA;N547AA;FALCON XP;1985;
B6;N547JB;A320-232;2002;
UA;N547UA;757-222;1991;
AA;N548AA;;;
AS;N548AS;737-890;2005;
OH;N548CA;CL600-2D24;2008;
UA;N548UA;757-222;1992;
AA;N549AA;;;
AS;N549AS;737-8FH;2005;
OH;N549CA;CL600-2D24;2008;
UA;N549UA;757-222;1992;
AA;N550AA;HST-550;1964;
WN;N550WN;737-76Q;2001;
AA;N551AA;FALCON XP;1985;
AS;N551AS;737-890;2006;
NW;N551NW;757-251;2001;
WN;N551WN;737-76Q;2001;
AA;N552AA;DC-9-82(MD-82);1991;
AS;N552AS;737-890;2006;
B6;N552JB;A320-232;2002;
UA;N552UA;757-222;1992;
AA;N553AA;DC-9-82(MD-82);1991;
AS;N553AS;737-890;2006;
NW;N553NW;757-251;2001;
UA;N553UA;757-222;1992;
AA;N554AA;DC-9-82(MD-82);1991;
OH;N554CA;CL600-2D24;2008;
B6;N554JB;A320-232;2002;
NW;N554NW;757-251;2001;
UA;N554UA;757-222;1992;
AA;N555AA;;;
UA;N555UA;757-222;1992;
AA;N556AA;DC-9-82(MD-82);1991;
AS;N556AS;737-890;2006;
NW;N556NW;757-251;2002;
UA;N556UA;757-222;1992;
AA;N557AA;KITFOX IV;1993;
AS;N557AS;737-890;2006;
NW;N557NW;757-251;2002;
UA;N557UA;757-222;1992;
AA;N558AA;DC-9-82(MD-82);1991;
AS;N558AS;737-890;2006;
B6;N558JB;A320-232;2003;
UA;N558UA;757-222;1992;
AA;N559AA;DC-9-82(MD-82);1991;
AS;N559AS;737-890;2006;
B6;N559JB;A320-232;2003;
UA;N559UA;757-222;1992;
AA;N560AA;;;
AS;N560AS;737-890;2006;
OO;N560SW;EMB-120ER;1998;
UA;N560UA;757-222;1992;
AA;N561AA;DC-9-82(MD-82);1991;
B6;N561JB;A320-232;2003;
OO;N561SW;EMB-120;1998;
UA;N561UA;757-222;1992;
AA;N562AA;DC-9-83(MD-83);1987;
AS;N562AS;737-890;2006;
B6;N562JB;A320-232;2003;
OO;N562SW;EMB-120;1998;
UA;N562UA;757-222;1992;
AA;N563AA;DC-9-83(MD-83);1987;
AS;N563AS;737-890;2006;
B6;N563JB;A320-232;2003;
OO;N563SW;EMB-120;1998;
UA;N563UA;757-222;1992;
AA;N564AA;DC-9-83(MD-83);1987;
AS;N564AS;737-890;2006;
B6;N564JB;A320-232;2003;
OO;N564SW;EMB-120;1998;
UA;N564UA;757-222;1992;
AA;N565AA;DC-9-83(MD-83);1987;
AS;N565AS;737-890;2006;
B6;N565JB;A320-232;2003;
OO;N565SW;EMB-120;1998;
UA;N565UA;757-222;1992;
AA;N566AA;DC-9-83(MD-83);1987;
AS;N566AS;737-890;2007;
B6;N566JB;A320-232;2003;
OO;N566SW;EMB-120ER;1998;
UA;N566UA;757-222;1992;
AA;N567AA;OTTER DHC-3;1959;
OO;N567SW;EMB-120ER;1998;
UA;N567UA;757-222;1992;
CO;N56859;757-324;2004;
AA;N568AA;DC-9-83(MD-83);1987;
AS;N568AS;737-890;2007;
B6;N568JB;A320-232;2003;
OO;N568SW;EMB-120ER;1998;
UA;N568UA;757-222;1992;
AA;N569AA;DC-9-83(MD-83);1987;
AS;N569AS;737-890;2007;
B6;N569JB;A320-232;2003;
OO;N569SW;EMB-120ER;1998;
UA;N569UA;757-222;1992;
AA;N570AA;DC-9-83(MD-83);1987;
AS;N570AS;737-890;2007;
B6;N570JB;A320-232;2003;
YV;N570ML;CL-600-2B19;1997;
UA;N570UA;757-222;1992;
CO;N57111;757-224;1994;
AA;N571AA;DC-9-83(MD-83);1987;
B6;N571JB;A320-232;2003;
YV;N571ML;CL-600-2B19;1997;
UA;N571UA;757-222;1992;
AA;N572AA;DC-9-83(MD-83);1987;
UA;N572UA;757-222;1992;
AA;N573AA;DC-9-82(MD-82);1991;
UA;N573UA;757-222;1992;
AA;N574AA;DC-9-82(MD-82);1991;
UA;N574UA;757-222;1992;
AA;N575AA;210-5(205);1963;
UA;N575UA;757-222;1993;
AA;N576AA;DC-9-82(MD-82);1991;
OO;N576SW;EMB-120ER;1998;
UA;N576UA;757-222;1993;
AA;N577AA;DC-9-82(MD-82);1991;
AS;N577AS;737-890;2007;
UA;N577UA;757-222;1993;
CO;N57852;757-324;2001;
CO;N57855;757-324;2004;
CO;N57857;757-324;2004;
CO;N57863;757-33N;2001;
CO;N57864;757-33N;2001;
CO;N57868;757-33N;2002;
CO;N57869;757-33N;2002;
AA;N578AA;DC-9-82(MD-82);1991;
OO;N578SW;EMB-120ER;1998;
UA;N578UA;757-222;1993;
AA;N579AA;DC-9-82(MD-82);1991;
AS;N579AS;737-890;2007;
B6;N579JB;A320-232;2003;
OO;N579SW;EMB-120ER;1998;
UA;N579UA;757-222;1993;
AA;N580AA;DC-9-82(MD-82);1991;
B6;N580JB;A320-232;2003;
OO;N580SW;EMB-120ER;1999;
UA;N580UA;757-222;1993;
CO;N58101;757-224;1994;
AA;N581AA;DC-9-82(MD-82);1991;
AS;N581AS;737-890;2007;
HA;N581HA;767-33A;2001;
B6;N581JB;A320-232;2003;
NW;N581NW;757-351;2002;
OO;N581SW;EMB-120ER;1999;
UA;N581UA;757-222;1993;
AA;N582AA;DC-9-82(MD-82);1991;
OH;N582CA;CL600-2D24;2008;
HA;N582HA;767-33A;2001;
B6;N582JB;A320-232;2003;
NW;N582NW;757-351;2002;
OO;N582SW;EMB-120ER;1999;
UA;N582UA;757-222;1993;
AA;N583AA;DC-9-82(MD-82);1991;
AS;N583AS;737-890;2007;
HA;N583HA;767-33A;;
B6;N583JB;A320-232;2004;
NW;N583NW;757-351;2002;
OO;N583SW;EMB-120ER;1999;
UA;N583UA;757-222;1993;
AA;N584AA;DC-9-82(MD-82);1991;
AS;N584AS;737-890;2007;
HA;N584HA;767-3G5;;
B6;N584JB;;;
NW;N584NW;757-351;2002;
OO;N584SW;EMB-120ER;1999;
UA;N584UA;757-222;1993;
AA;N585AA;DC-9-82(MD-82);1991;
AS;N585AS;737-890;2007;
HA;N585HA;767-3G5;;
B6;N585JB;A320-232;2004;
NW;N585NW;757-351;2002;
OO;N585SW;EMB-120ER;1999;
UA;N585UA;757-222;1993;
CO;N58606;737-524;1994;
AA;N586AA;DC-9-82(MD-82);1991;
AS;N586AS;737-890;2007;
HA;N586HA;767-3G5;;
B6;N586JB;A320-232;2004;
NW;N586NW;757-351;2002;
OO;N586SW;EMB-120ER;1999;
UA;N586UA;757-222;1993;
AA;N587AA;DC-9-82(MD-82);1991;
AS;N587AS;737-890;;
HA;N587HA;767-33A;2002;
B6;N587JB;A320-232;2004;
NW;N587NW;757-351;2002;
OH;N587SW;CL-600-2B19;1995;
UA;N587UA;757-222;1993;
AA;N588AA;DC-9-83(MD-83);1991;
AS;N588AS;737-890;2007;
HA;N588HA;767-3CB;2002;
B6;N588JB;A320-232;2004;
NW;N588NW;757-351;2003;
UA;N588UA;757-222;1993;
AA;N589AA;DC-9-83(MD-83);1991;
AS;N589AS;737-890;2007;
HA;N589HA;767-33A;2002;
B6;N589JB;A320-232;2004;
NW;N589NW;757-351;2003;
OH;N589SW;CL-600-2B19;1995;
UA;N589UA;757-222;1997;
AA;N590AA;DC-9-83(MD-83);1991;
AS;N590AS;737-890;;
HA;N590HA;767-3CB;2002;
B6;N590JB;A320-232;2004;
NW;N590NW;757-351;2003;
OH;N590SW;CL-600-2B19;1995;
UA;N590UA;757-222;1997;
AA;N591AA;DC-9-83(MD-83);1991;
HA;N591HA;767-33A;2003;
B6;N591JB;A320-232;2004;
NW;N591NW;757-351;2003;
OH;N591SW;CL-600-2B19;1995;
US;N591US;737-301;1988;
AA;N592AA;DC-9-83(MD-83);1991;
AS;N592AS;737-890;2008;
HA;N592HA;767-3CB;2003;
B6;N592JB;A320-232;2004;
YV;N592ML;;;
NW;N592NW;757-351;2003;
UA;N592UA;757-222;1996;
CO;N59302;737-3TO;1985;
CO;N59338;737-3TO;1987;
AA;N593AA;DC-9-83(MD-83);1991;
AS;N593AS;737-890;2008;
HA;N593HA;767-33A;2003;
B6;N593JB;A320-232;2004;
YV;N593ML;;;
NW;N593NW;757-351;2003;
UA;N593UA;757-222;1996;
AA;N594AA;DC-9-83(MD-83);1992;
AS;N594AS;737-890;2008;
HA;N594HA;767-332;1986;
B6;N594JB;A320-232;2004;
NW;N594NW;757-351;2003;
OH;N594SW;CL-600-2B19;1999;
UA;N594UA;757-222;1996;
AA;N595AA;DC-9-83(MD-83);1992;
B6;N595JB;A320-232;2004;
NW;N595NW;757-351;2003;
OH;N595SW;CL-600-2B19;1999;
UA;N595UA;757-222;1998;
AA;N596AA;DC-9-83(MD-83);1992;
AS;N596AS;737-890;;
HA;N596HA;767-332;1986;
NW;N596NW;757-351;2003;
UA;N596UA;757-222;1998;
AA;N597AA;DC-9-83(MD-83);1992;
AS;N597AS;;;
HA;N597HA;767-332;1986;
B6;N597JB;A320-232;2004;
OH;N597SW;CL-600-2B19;1999;
UA;N597UA;757-222;1998;
AA;N598AA;DC-9-83(MD-83);1992;
HA;N598HA;767-332;1986;
B6;N598JB;A320-232;2004;
UA;N598UA;757-222;1999;
AA;N599AA;DC-9-83(MD-83);1992;
B6;N599JB;A320-232;2004;
AA;N5BRAA;;;
AA;N5BSAA;;;
AA;N5BTAA;;;
AA;N5BUAA;;;
AA;N5BVAA;;;
AA;N5BWAA;;;
AA;N5BYAA;;;
AA;N5CAAA;;;
AA;N5CBAA;;;
AA;N5CCAA;;;
AA;N5CDAA;;;
AA;N5CEAA;;;
AA;N5CFAA;;;
AA;N5CGAA;;;
AA;N5CHAA;;;
AA;N5CJAA;;;
AA;N5CKAA;;;
AA;N5CMAA;;;
AA;N5CNAA;;;
AA;N5CPAA;;;
AA;N5CRAA;;;
AA;N5CSAA;;;
AA;N5CTAA;;;
AA;N5CUAA;;;
AA;N5CVAA;;;
AA;N5CWAA;;;
AA;N5CXAA;;;
AA;N5CYAA;;;
AA;N5DAAA;;;
AA;N5DBAA;;;
AA;N5DCAA;;;
AA;N5DDAA;;;
AA;N5DEAA;;;
AA;N5DFAA;;;
AA;N5DGAA;;;
AA;N5DHAA;;;
AA;N5DJAA;;;
AA;N5DKAA;;;
AA;N5DLAA;;;
AA;N5DNAA;;;
AA;N5DPAA;;;
AA;N5DSAA;;;
AA;N5DTAA;;;
AA;N5DUAA;;;
AA;N5DVAA;;;
AA;N5DWAA;;;
AA;N5DYAA;;;
AA;N5EAAA;;;
AA;N5EBAA;;;
AA;N5ECAA;;;
AA;N5EDAA;;;
AA;N5EEAA;;;
AA;N5EFAA;;;
AA;N5EGAA;;;
AA;N5EHAA;;;
AA;N5EKAA;;;
AA;N5ELAA;;;
AA;N5EMAA;;;
AA;N5ENAA;;;
AA;N5EPAA;;;
AA;N5ERAA;;;
AA;N5ESAA;;;
AA;N5ETAA;;;
AA;N5EUAA;;;
AA;N5EVAA;;;
AA;N5EWAA;;;
AA;N5EXAA;;;
AA;N5EYAA;;;
AA;N5FAAA;;;
AA;N5FBAA;;;
AA;N5FCAA;;;
AA;N5FDAA;;;
AA;N5FEAA;;;
AA;N5FFAA;;;
AA;N5FGAA;;;
AA;N5FHAA;;;
AA;N5FJAA;;;
AA;N5FKAA;;;
AA;N5FLAA;;;
AA;N5FMAA;;;
AA;N5FNAA;;;
AA;N5FPAA;;;
AA;N5FRAA;;;
AA;N5FSAA;;;
AA;N5FTAA;;;
NW;N600TR;DC-9-51;1979;
US;N601AW;A320-232;2003;
WN;N601WN;737-3H4;1995;
US;N602AW;A320-232;;
DL;N602DL;757-232;1984;
WN;N602SW;737-3H4;1995;
FL;N603AT;717-200;2001;
US;N603AW;A320-232;1997;
DL;N603DL;757-232;1984;
B6;N603JB;A320-232;2005;
OO;N603SK;CL-600-2C10;2006;
WN;N603SW;737-3H4;1995;
US;N604AW;A320-232;2000;
DL;N604DL;757-232;1984;
OO;N604SK;CL-600-2C10;2006;
WN;N604SW;737-3H4;1995;
US;N605AW;A320-232;1997;
B6;N605JB;A320-232;2005;
WN;N605SW;737-3H4;1995;
B6;N606JB;A320-232;2005;
OO;N606SK;CL-600-2C10;2006;
WN;N606SW;737-3H4;1995;
AS;N607AS;737-790;1999;
B6;N607JB;A320-232;2005;
OO;N607SK;CL-600-2C10;2006;
WN;N607SW;737-3H4;1995;
DL;N608DA;757-232;1985;
B6;N608JB;A320-232;2005;
OO;N608SK;CL-600-2C10;2006;
WN;N608SW;737-3H4;1995;
AS;N609AS;737-790;1999;
DL;N609DL;757-232;1985;
OO;N609SK;CL-600-2C10;2002;
WN;N609SW;737-3H4;1995;
AA;N610AA;757-223;1989;
DL;N610DL;757-232;1985;
MQ;N610MQ;;;
WN;N610WN;737-3H4;1995;
AA;N611AA;F85P-1;1985;
AS;N611AS;737-790;1999;
OO;N611SK;CL-600-2C10;2002;
WN;N611SW;737-3H4;1995;
AA;N612AA;757-223;1989;
AS;N612AS;737-790;1999;
DL;N612DL;757-232;1985;
B6;N612JB;A320-232;2005;
MQ;N612MQ;;;
WN;N612SW;737-3H4;1995;
CO;N61304;737-3TO;1985;
AA;N613AA;757-223;1989;
AS;N613AS;737-790;1999;
B6;N613JB;A320-232;2005;
MQ;N613MQ;;;
NW;N613NW;DC-9-32;1969;
OO;N613SK;CL-600-2C10;2002;
WN;N613SW;737-3H4;1995;
AA;N614AA;757-223;1989;
AS;N614AS;737-790;1999;
MQ;N614MQ;;;
OO;N614SK;CL-600-2C10;2002;
WN;N614SW;737-3H4;1995;
AS;N615AS;737-790;2000;
DL;N615DL;757-232;1986;
B6;N615JB;A320-232;2005;
MQ;N615MQ;;;
WN;N615SW;737-3H4;1995;
AA;N616AA;757-223;1989;
DL;N616DL;757-232;1986;
MQ;N616MQ;;;
AA;N617AA;;;
AS;N617AS;737-790;2000;
DL;N617DL;757-232;1986;
MQ;N617MQ;;;
WN;N617SW;737-3H4;1995;
AA;N618AA;757-223;1989;
AS;N618AS;737-790;2000;
DL;N618DL;757-232;1986;
B6;N618JB;A320-232;2005;
MQ;N618MQ;;;
WN;N618WN;737-3H4;1995;
AA;N619AA;757-223;1990;
AS;N619AS;737-790;2000;
US;N619AW;A320-232;1995;
DL;N619DL;757-232;1986;
MQ;N619MQ;;;
WN;N619SW;737-3H4;1995;
AA;N620AA;757-223;1990;
US;N620AW;A320-231;1989;
MQ;N620MQ;;;
WN;N620SW;737-3H4;1996;
AA;N621AA;172M;1975;
US;N621AW;A320-231;1989;
DL;N621DL;757-232;1986;
B6;N621JB;A320-232;2005;
MQ;N621MQ;;;
WN;N621SW;737-3H4;1996;
AA;N622AA;757-223;1990;
AS;N622AS;737-790;2000;
US;N622AW;A320-231;1989;
DL;N622DL;757-232;1986;
MQ;N622MQ;;;
WN;N622SW;737-3H4;1996;
AA;N623AA;757-223;1990;
DL;N623DL;757-232;1987;
B6;N623JB;A320-232;2005;
MQ;N623MQ;;;
WN;N623SW;737-3H4;1996;
AA;N624AA;757-223;1990;
AS;N624AS;737-790;2000;
US;N624AW;A320-231;1989;
DL;N624DL;757-232;1987;
B6;N624JB;A320-232;2005;
MQ;N624MQ;;;
WN;N624SW;737-3H4;1996;
AA;N625AA;757-223;1990;
AS;N625AS;737-790;2001;
US;N625AW;A320-231;1989;
OH;N625CA;CL-600-2C10;2003;
DL;N625DL;757-232;1987;
B6;N625JB;A320-232;2005;
MQ;N625MQ;;;
WN;N625SW;737-3H4;1996;
AA;N626AA;757-223;1990;
AS;N626AS;737-790;2001;
DL;N626DL;757-232;1987;
MQ;N626MQ;;;
WN;N626SW;737-3H4;1996;
AA;N627AA;757-223;1990;
AS;N627AS;737-790;2001;
US;N627AW;A320-231;1989;
DL;N627DL;757-232;1987;
B6;N627JB;A320-232;2005;
MQ;N627MQ;;;
WN;N627SW;737-3H4;1996;
AA;N628AA;757-223;1990;
US;N628AW;A320-231;1989;
DL;N628DL;757-232;1987;
MQ;N628MQ;;;
WN;N628SW;737-3H4;1996;
US;N629AW;A320-231;1990;
OH;N629BR;CL-600-2B19;1998;
DL;N629DL;757-232;1987;
B6;N629JB;A320-232;2005;
MQ;N629MQ;;;
WN;N629SW;737-3H4;1996;
AA;N630AA;757-223;1990;
DL;N630DL;757-232;1987;
B6;N630JB;A320-232;2005;
MQ;N630MQ;;;
WN;N630WN;737-3H4;1996;
AA;N631AA;757-223;1990;
US;N631AW;A320-231;1990;
DL;N631DL;757-232;1987;
MQ;N631MQ;;;
WN;N631SW;737-3H4;1996;
AA;N632AA;757-223;1990;
US;N632AW;A320-231;1989;
DL;N632DL;757-232;1987;
B6;N632JB;A320-232;2006;
MQ;N632MQ;;;
WN;N632SW;737-3H4;1996;
CO;N63305;737-3TO;1985;
AA;N633AA;757-223;1990;
US;N633AW;A320-231;1989;
DL;N633DL;757-232;1987;
B6;N633JB;A320-232;2006;
MQ;N633MQ;;;
WN;N633SW;737-3H4;1996;
US;N634AW;A320-231;1990;
DL;N634DL;757-232;1988;
B6;N634JB;A320-232;2006;
MQ;N634MQ;;;
WN;N634SW;737-3H4;1996;
AA;N635AA;757-223;1990;
EV;N635AS;ATR 72-212;;
DL;N635DL;757-232;1988;
B6;N635JB;A320-232;2006;
MQ;N635MQ;;;
WN;N635SW;737-3H4;1996;
AA;N636AA;;;
EV;N636AS;ATR 72-212;;
US;N636AW;A320-231;1990;
DL;N636DL;757-232;1988;
B6;N636JB;A320-232;2006;
MQ;N636MQ;;;
WN;N636WN;737-3H4;1996;
AA;N637AA;FALCON-XP;;
US;N637AW;A320-231;1990;
DL;N637DL;757-232;1988;
B6;N637JB;A320-232;2006;
MQ;N637MQ;;;
WN;N637SW;737-3H4;1996;
AA;N638AA;757-223;1991;
B6;N638JB;A320-232;2006;
MQ;N638MQ;;;
WN;N638SW;737-3H4;1996;
AA;N639AA;757-223;1991;
DL;N639DL;757-232;1988;
B6;N639JB;A320-232;2006;
MQ;N639MQ;;;
WN;N639SW;737-3H4;1996;
EV;N640AS;ATR-72-212;1994;
US;N640AW;A320-232;1994;
DL;N640DL;757-232;1988;
B6;N640JB;A320-232;2006;
MQ;N640MQ;;;
WN;N640SW;737-3H4;1996;
AA;N641AA;757-223;1991;
EV;N641AS;ATR-72-212;1994;
OH;N641CA;CL-600-2C10;2003;
DL;N641DL;757-232;1988;
B6;N641JB;A320-232;2006;
MQ;N641MQ;;;
WN;N641SW;737-3H4;1996;
UA;N641UA;767-322;1991;
AA;N642AA;757-223;1991;
EV;N642AS;ATR-72-212;1994;
US;N642AW;A320-232;1996;
OH;N642CA;CL-600-2C10;2003;
DL;N642DL;757-232;1988;
WN;N642WN;737-3H4;1997;
AA;N643AA;757-223;1991;
EV;N643AS;ATR-72-212;1994;
DL;N643DL;757-232;1989;
B6;N643JB;A320-232;2006;
MQ;N643MQ;;;
WN;N643SW;737-3H4;1997;
AS;N644AS;737-790;2003;
US;N644AW;A320-231;1992;
DL;N644DL;757-232;1989;
B6;N644JB;A320-232;2006;
MQ;N644MQ;;;
WN;N644SW;737-3H4;1997;
UA;N644UA;767-322;1991;
DL;N645DL;757-232;1989;
B6;N645JB;A320-232;2006;
MQ;N645MQ;;;
WN;N645SW;737-3H4;1997;
DL;N646DL;757-232;1989;
B6;N646JB;A320-232;2006;
MQ;N646MQ;;;
WN;N646SW;737-3H4;1997;
US;N647AW;A320-232;1997;
DL;N647DL;757-232;1989;
MQ;N647MQ;;;
WN;N647SW;737-3H4;1997;
AS;N648AS;;;
US;N648AW;A320-232;1997;
DL;N648DL;757-232;1989;
B6;N648JB;A320-232;2006;
MQ;N648MQ;;;
WN;N648SW;737-3H4;1997;
UA;N648UA;767-322;1992;
AS;N649AS;737-790;2003;
US;N649AW;A320-232;1998;
DL;N649DL;757-232;1989;
B6;N649JB;A320-232;2006;
MQ;N649MQ;;;
US;N650AW;A320-232;1998;
YV;N650ML;CL-600-2B19;1996;
MQ;N650MQ;;;
WN;N650SW;737-3H4;1997;
US;N651AW;A320-232;1998;
DL;N651DL;757-232;1989;
B6;N651JB;A320-232;2007;
YV;N651ML;CL-600-2B19;;
MQ;N651MQ;;;
WN;N651SW;737-3H4;1997;
UA;N651UA;767-322;1992;
US;N652AW;A320-232;1999;
DL;N652DL;757-232;1989;
B6;N652JB;A320-232;2007;
MQ;N652MQ;;;
WN;N652SW;737-3H4;1997;
UA;N652UA;767-322;1992;
US;N653AW;A320-232;1999;
OH;N653CA;CL-600-2C10;2003;
DL;N653DL;757-232;1990;
B6;N653JB;A320-232;2007;
MQ;N653MQ;;;
WN;N653SW;737-3H4;1997;
UA;N653UA;767-322;1992;
US;N654AW;A320-232;1999;
DL;N654DL;757-232;1990;
WN;N654SW;737-3H4;1997;
US;N655AW;A320-232;1999;
OH;N655CA;CL-600-2C10;;
DL;N655DL;757-232;1990;
B6;N655JB;A320-232;2007;
MQ;N655MQ;;;
UA;N655UA;767-322;1992;
WN;N655WN;737-3H4;1997;
US;N656AW;A320-232;1999;
OH;N656CA;CL-600-2C10;2004;
DL;N656DL;757-232;1990;
B6;N656JB;A320-232;2007;
MQ;N656MQ;;;
WN;N656SW;737-3H4;1997;
US;N657AW;A320-232;1999;
DL;N657DL;757-232;1990;
B6;N657JB;A320-232;2007;
MQ;N657MQ;;;
WN;N657SW;737-3L9;1985;
UA;N657UA;767-322;1993;
US;N658AW;A320-232;1999;
OH;N658CA;CL-600-2C10;2004;
DL;N658DL;757-232;1990;
B6;N658JB;A320-232;2007;
MQ;N658MQ;;;
WN;N658SW;737-3L9;1985;
UA;N658UA;767-322;1993;
US;N659AW;A320-232;2000;
OH;N659BR;CL-600-2B19;2001;
EV;N659CA;CL-600-2C10;2004;
DL;N659DL;757-232;1990;
MQ;N659MQ;;;
WN;N659SW;737-301;1985;
CO;N66051;767-424ER;2000;
US;N660AW;A320-232;2000;
DL;N660DL;757-232;1990;
MQ;N660MQ;;;
WN;N660SW;737-301;1985;
UA;N660UA;767-322;1993;
US;N661AW;A320-232;2000;
DL;N661DN;757-232;1990;
B6;N661JB;A320-232;2007;
MQ;N661MQ;;;
UA;N661UA;767-322;1993;
US;N662AW;A320-232;2000;
DL;N662DN;757-232;1991;
B6;N662JB;A320-232;2007;
MQ;N662MQ;;;
WN;N662SW;737-3Q8;1985;
US;N663AW;A320-232;2001;
DL;N663DN;757-232;1991;
B6;N663JB;A320-232;2007;
MQ;N663MQ;;;
WN;N663SW;737-3Q8;1985;
UA;N663UA;767-322;1993;
US;N664AW;A320-232;2001;
DL;N664DN;757-232;1991;
MQ;N664MQ;;;
UA;N664UA;767-322;1998;
WN;N664WN;737-3Y0;1986;
US;N665AW;A320-232;2001;
DL;N665DN;757-232;1991;
B6;N665JB;A320-232;2007;
MQ;N665MQ;;;
UA;N665UA;767-322;1998;
WN;N665WN;737-3Y0;1986;
DL;N666DN;757-232;1991;
UA;N666UA;767-322;1998;
US;N667AW;A320-232;2002;
DL;N667DN;757-232;1991;
MQ;N667MQ;;;
UA;N667UA;767-322;1998;
US;N668AW;A320-232;2002;
OO;N668CA;CL-600-2C10;2004;
DL;N668DN;757-232;1991;
MQ;N668MQ;;;
UA;N668UA;767-322;1999;
US;N669AW;A320-232;2002;
OH;N669CA;CL-600-2C10;2004;
DL;N669DN;757-232;1991;
MQ;N669MQ;;;
WN;N669SW;737-3A4;1987;
UA;N669UA;767-322;1999;
DL;N6700;757-232;1999;
DL;N6701;757-232;1999;
DL;N6702;757-232;1999;
DL;N6703D;757-232;2000;
DL;N6704Z;757-232;2000;
CO;N67052;767-424ER;2000;
CO;N67058;767-424ER;2002;
DL;N6705Y;757-232;2000;
DL;N6706Q;757-232;2000;
DL;N6707A;757-232;2000;
DL;N6708D;757-232;2000;
DL;N6709;757-232;2000;
DL;N670DN;757-232;1992;
NW;N670MC;DC-9-51;1976;
MQ;N670MQ;;;
WN;N670SW;737-3G7;1988;
UA;N670UA;767-322;;
DL;N6710E;757-232;2000;
DL;N6711M;757-232;2000;
DL;N6712B;757-232;2000;
CO;N67134;757-224;1999;
DL;N6713Y;757-232;2000;
DL;N6714Q;757-232;2000;
CO;N67157;767-224;2001;
CO;N67158;767-224;2001;
DL;N6715C;757-232;2001;
DL;N6716C;757-232;2001;
DL;N67171;757-232;2001;
DL;N671DN;757-232;1992;
MQ;N671MQ;;;
WN;N671SW;737-3G7;1988;
UA;N671UA;767-322;1999;
US;N672AW;A320-232;2004;
DL;N672DL;757-232;1992;
MQ;N672MQ;;;
UA;N672UA;767-322;1999;
US;N673AW;A320-232;;
DL;N673DL;757-232;1992;
MQ;N673MQ;;;
UA;N673UA;767-322;2000;
US;N674AW;A320-232;2005;
DL;N674DL;757-232;1992;
MQ;N674MQ;;;
UA;N674UA;767-322;2000;
WN;N675AA;737-3A4;1985;
US;N675AW;A320-232;2005;
OH;N675BR;CL-600-2B19;2002;
DL;N675DL;757-232;1992;
NW;N675MC;DC-9-51;1975;
MQ;N675MQ;;;
UA;N675UA;767-322;2000;
US;N676AW;A320-232;2005;
OH;N676CA;CL600-2D24;2007;
DL;N676DL;757-232;1992;
NW;N676MC;DC-9-51;1975;
MQ;N676MQ;;;
WN;N676SW;737-3A4;2000;
UA;N676UA;767-322;2001;
WN;N677AA;737-3A4;1985;
US;N677AW;A320-232;2005;
DL;N677DL;757-232;1992;
NW;N677MC;DC-9-51;1977;
MQ;N677MQ;;;
UA;N677UA;767-322;2001;
WN;N678AA;737-3A4;1986;
US;N678AW;A320-232;2005;
OH;N678CA;CL600-2D24;2007;
DL;N678DL;757-232;1998;
MQ;N678MQ;;;
WN;N679AA;737-3A4;1986;
US;N679AW;A320-232;2005;
OH;N679CA;CL600-2D24;2007;
DL;N679DA;757-232;1992;
MQ;N679MQ;;;
CO;N68061;767-424ER;2002;
WN;N680AA;737-3A4;1986;
US;N680AW;A320-232;2005;
EV;N680BR;CL-600-2B19;2002;
DL;N680DA;757-232;1992;
MQ;N680MQ;;;
CO;N68155;767-224;2001;
CO;N68160;767-224;2001;
EV;N681BR;CL-600-2B19;2002;
DL;N681DA;757-232;1993;
MQ;N681MQ;;;
EV;N682BR;CL-600-2B19;2002;
DL;N682DA;757-232;1993;
MQ;N682MQ;;;
WN;N682SW;737-3Y0;1986;
EV;N683BR;CL-600-2B19;2002;
DL;N683DA;757-232;1993;
MQ;N683MQ;;;
WN;N683SW;737-3G7;1988;
EV;N684BR;CL-600-2B19;2002;
DL;N684DA;757-232;1993;
MQ;N684MQ;;;
OH;N685BR;CL-600-2B19;2002;
DL;N685DA;757-232;1995;
MQ;N685MQ;;;
WN;N685SW;737-3Q8;1986;
EV;N686BR;CL-600-2B19;2003;
DL;N686DA;757-232;1995;
MQ;N686MQ;;;
DL;N687DL;757-232;1998;
MQ;N687MQ;;;
WN;N687SW;737-3Q8;1986;
DL;N688DL;757-232;1998;
MQ;N688MQ;;;
WN;N688SW;737-3Q8;1985;
